MIP Number,log tit,D - Call Direction,E - Call Method,F - Call Type,cat,na,Note,G - Created By,C - Created On
54669197,,Outbound,Phone,Beneficiary Reached Maturity,Query,Done,None,Athena Prince,2026-07-15 00:00:00
54727224,,Inbound,Emails,Proof of Payment Received,Query,Done,None,Vanessa Wilson,2026-07-15 00:00:00
54727224,,Outbound,Emails,Proof of Payment Sent,Query,Done,None,Vanessa Wilson,2026-07-15 00:00:00
54670257,,Inbound,Emails,Feedback from Sanlam,Query,Done,None,Athena Prince,2026-07-15 00:00:00
54670257,,Outbound,Phone,Beneficiary Reached Maturity,Query,Done,None,Athena Prince,2026-07-15 00:00:00
54670265,,Inbound,Emails,Feedback from Sanlam,Query,Done,None,Athena Prince,2026-07-15 00:00:00
54670265,,Outbound,Phone,Beneficiary Reached Maturity,Query,Done,None,Athena Prince,2026-07-15 00:00:00
54672890,,Inbound,Emails,Feedback from Sanlam,Query,Done,None,Athena Prince,2026-07-15 00:00:00
54672890,,Outbound,Phone,Beneficiary Reached Maturity,Query,Done,None,Athena Prince,2026-07-15 00:00:00
54672996,,Inbound,Emails,Feedback from Sanlam,Query,Done,None,Athena Prince,2026-07-15 00:00:00
54672996,,Outbound,Phone,Beneficiary Reached Maturity,Query,Done,None,Athena Prince,2026-07-15 00:00:00
54699904,,Inbound,Phone,Overdue Payment - Termination Query,Query,Done,None,Chris-Nicolla Madlela,2026-07-15 00:00:00
54699904,,Outbound,Phone,Feedback to Beneficiary,Query,Done,None,Chris-Nicolla Madlela,2026-07-15 00:00:00
54737106,,Inbound,Phone,Overdue Payment - Monthly Income,Query,Done,None,Chris-Nicolla Madlela,2026-07-15 00:00:00
54737106,,Outbound,Phone,Feedback to Guardian,Query,Done,None,Chris-Nicolla Madlela,2026-07-15 00:00:00
54680406,,Inbound,Emails,Feedback from Sanlam,Query,Done,None,Athena Prince,2026-07-15 00:00:00
54680406,,Outbound,Phone,Beneficiary Reached Maturity,Query,Done,None,Athena Prince,2026-07-15 00:00:00
54683030,,Inbound,Emails,Feedback from Sanlam,Query,Done,None,Athena Prince,2026-07-15 00:00:00
54683030,,Outbound,Phone,Beneficiary Reached Maturity,Query,Done,None,Athena Prince,2026-07-15 00:00:00
54683785,,Inbound,Emails,Feedback from Sanlam,Query,Done,None,Athena Prince,2026-07-15 00:00:00
54683785,,Outbound,Emails,Beneficiary Reached Maturity,Query,Done,None,Athena Prince,2026-07-15 00:00:00
54685056,,Inbound,Emails,Feedback from Sanlam,Query,Done,None,Athena Prince,2026-07-15 00:00:00
54685056,,Outbound,Phone,Beneficiary Reached Maturity,Query,Done,None,Athena Prince,2026-07-15 00:00:00
55191135,,Inbound,Phone,Fund Value Confirmation,Query,Done,None,Chris-Nicolla Madlela,2026-07-15 00:00:00
55191135,,Outbound,Emails,Feedback to Guardian,Query,Done,None,Chris-Nicolla Madlela,2026-07-15 00:00:00
54687957,,Inbound,Emails,Feedback from Sanlam,Query,Done,None,Athena Prince,2026-07-15 00:00:00
54687957,,Outbound,Emails,Beneficiary Reached Maturity,Query,Done,None,Athena Prince,2026-07-15 00:00:00
54688750,,Inbound,Emails,Feedback from Sanlam,Query,Done,None,Athena Prince,2026-07-15 00:00:00
54688750,,Outbound,Emails,Beneficiary Reached Maturity,Query,Done,None,Athena Prince,2026-07-15 00:00:00
54689560,,Inbound,Emails,Feedback from Sanlam,Query,Done,None,Athena Prince,2026-07-15 00:00:00
54689560,,Outbound,Phone,Beneficiary Reached Maturity,Query,Done,None,Athena Prince,2026-07-15 00:00:00
54689641,,Inbound,Emails,Feedback from Sanlam,Query,Done,None,Athena Prince,2026-07-15 00:00:00
54689641,,Outbound,Phone,Complete Claim Loaded,Query,Done,None,Athena Prince,2026-07-15 00:00:00
54690378,,Inbound,Emails,Feedback from Sanlam,Query,Done,None,Athena Prince,2026-07-15 00:00:00
54690378,,Outbound,Phone,Beneficiary Reached Maturity,Query,Done,None,Athena Prince,2026-07-15 00:00:00
54690653,,Inbound,Emails,Feedback from Sanlam,Query,Done,None,Athena Prince,2026-07-15 00:00:00
54690653,,Outbound,Emails,Beneficiary Reached Maturity,Query,Done,None,Athena Prince,2026-07-15 00:00:00
55388006,,Inbound,Emails,New Claim Pack Received (Incomplete),Query,Done,None,Chris-Nicolla Madlela,2026-07-15 00:00:00
55388006,,Outbound,Emails,Follow Up Incomplete Claim Pack,Query,Done,None,Chris-Nicolla Madlela,2026-07-15 00:00:00
54691877,,Inbound,Emails,Feedback from Sanlam,Query,Done,None,Athena Prince,2026-07-15 00:00:00
54691877,,Outbound,Phone,Beneficiary Reached Maturity,Query,Done,None,Athena Prince,2026-07-15 00:00:00
54691966,,Inbound,Emails,Feedback from Sanlam,Query,Done,None,Athena Prince,2026-07-15 00:00:00
54691966,,Outbound,Phone,Beneficiary Reached Maturity,Query,Done,None,Athena Prince,2026-07-15 00:00:00
54723596,,Inbound,Emails,Feedback from Sanlam,Query,Done,None,Athena Prince,2026-07-15 00:00:00
54723596,,Outbound,Phone,Beneficiary Reached Maturity,Query,Done,None,Athena Prince,2026-07-15 00:00:00
54637566,,Inbound,Emails,Fund Rules,Query,Done,None,Chris-Nicolla Madlela,2026-07-15 00:00:00
54637566,,Outbound,Emails,Feedback to Sanlam,Query,Done,None,Chris-Nicolla Madlela,2026-07-15 00:00:00
54736604,,Inbound,Emails,Overdue Payment - Ad-Hoc,Query,Done,None,Athena Prince,2026-07-15 00:00:00
54736604,,Outbound,Emails,Feedback to Guardian,Query,Done,None,Athena Prince,2026-07-15 00:00:00
54637558,,Inbound,Emails,Fund Rules,Query,Done,None,Chris-Nicolla Madlela,2026-07-15 00:00:00
54637558,,Outbound,Emails,Feedback to Sanlam,Query,Done,None,Chris-Nicolla Madlela,2026-07-15 00:00:00
54730115,,Inbound,Emails,New Claim Pack Received (Complete),Query,Done,None,Chris-Nicolla Madlela,2026-07-15 00:00:00
54730115,,Outbound,Emails,Complete Claim Loaded,Query,Done,None,Chris-Nicolla Madlela,2026-07-15 00:00:00
54646427,,Inbound,Phone,How to claim - Termination,Query,Done,None,Chris-Nicolla Madlela,2026-07-15 00:00:00
54646427,,Outbound,Phone,Feedback to Beneficiary,Query,Done,None,Chris-Nicolla Madlela,2026-07-15 00:00:00
55814203,,Inbound,Emails,New Claim Pack Received (Complete),Query,Done,None,Chris-Nicolla Madlela,2026-07-15 00:00:00
55814203,,Outbound,Emails,Complete Claim Loaded,Query,Done,None,Chris-Nicolla Madlela,2026-07-15 00:00:00
56529620,,Inbound,Emails,Fund Value Confirmation,Query,Done,None,Vanessa Wilson,2026-07-15 00:00:00
56529620,,Outbound,Emails,Feedback to Guardian,Query,Done,None,Vanessa Wilson,2026-07-15 00:00:00
56529612,,Inbound,Emails,Fund Value Confirmation,Query,Done,None,Vanessa Wilson,2026-07-15 00:00:00
56529612,,Outbound,Emails,Feedback to Guardian,Query,Done,None,Vanessa Wilson,2026-07-15 00:00:00
56529597,,Inbound,Emails,Fund Value Confirmation,Query,Done,None,Vanessa Wilson,2026-07-15 00:00:00
56529597,,Outbound,Emails,Feedback to Guardian,Query,Done,None,Vanessa Wilson,2026-07-15 00:00:00
56632441,,Inbound,Emails,Proof of Payment Received,Query,Done,None,Vanessa Wilson,2026-07-15 00:00:00
56632441,,Outbound,Phone,Feedback to Beneficiary,Query,Done,None,Vanessa Wilson,2026-07-15 00:00:00
54739553,,Inbound,Emails,New Claim Pack Received (Incomplete),Query,Done,None,Athena Prince,2026-07-16 00:00:00
54739553,,Outbound,Emails,Feedback to Beneficiary,Query,Done,None,Athena Prince,2026-07-16 00:00:00
54728156,,Inbound,Emails,Overdue Payment - Termination Query,Query,Done,None,Chris-Nicolla Madlela,2026-07-16 00:00:00
54728156,,Outbound,Emails,Feedback to Beneficiary,Query,Done,None,Chris-Nicolla Madlela,2026-07-16 00:00:00
54654998,,Inbound,Emails,Overdue Payment - Termination Query,Query,Done,None,Athena Prince,2026-07-16 00:00:00
54654998,,Outbound,Emails,Feedback to Beneficiary,Query,Done,None,Athena Prince,2026-07-16 00:00:00
54696307,,Inbound,Emails,Feedback from Sanlam,Query,Done,None,Athena Prince,2026-07-16 00:00:00
54696307,,Outbound,Emails,Beneficiary Reached Maturity,Query,Done,None,Athena Prince,2026-07-16 00:00:00
54664563,,Inbound,Emails,How to claim - Termination,Query,Done,None,Chris-Nicolla Madlela,2026-07-16 00:00:00
54664563,,Outbound,Emails,Feedback to Beneficiary,Query,Done,None,Chris-Nicolla Madlela,2026-07-16 00:00:00
56632458,,Inbound,Phone,Overdue Payment - Termination Query,Query,Done,None,Vanessa Wilson,2026-07-16 00:00:00
56632458,,Outbound,Phone,Feedback to Beneficiary,Query,Done,None,Vanessa Wilson,2026-07-16 00:00:00
54699378,,Inbound,Emails,Feedback from Sanlam,Query,Done,None,Athena Prince,2026-07-16 00:00:00
54699378,,Outbound,Emails,Beneficiary Reached Maturity,Query,Done,None,Athena Prince,2026-07-16 00:00:00
54702502,,Inbound,Emails,Feedback from Sanlam,Query,Done,None,Athena Prince,2026-07-16 00:00:00
54702502,,Outbound,Emails,Beneficiary Reached Maturity,Query,Done,None,Athena Prince,2026-07-16 00:00:00
56632441,,Inbound,Emails,Feedback from Sanlam,Query,Done,None,Vanessa Wilson,2026-07-16 00:00:00
56632441,,Outbound,Emails,Feedback to Beneficiary,Query,Done,None,Vanessa Wilson,2026-07-16 00:00:00
54705508,,Inbound,Emails,Feedback from Sanlam,Query,Done,None,Athena Prince,2026-07-16 00:00:00
54705508,,Outbound,Phone,Beneficiary Reached Maturity,Query,Done,None,Athena Prince,2026-07-16 00:00:00
54706812,,Inbound,Emails,Feedback from Sanlam,Query,Done,None,Athena Prince,2026-07-16 00:00:00
54706812,,Outbound,Phone,Beneficiary Reached Maturity,Query,Done,None,Athena Prince,2026-07-16 00:00:00
54707136,,Inbound,Emails,Feedback from Sanlam,Query,Done,None,Athena Prince,2026-07-16 00:00:00
54707136,,Outbound,Phone,Beneficiary Reached Maturity,Query,Done,None,Athena Prince,2026-07-16 00:00:00
54709226,,Inbound,Emails,Feedback from Sanlam,Query,Done,None,Athena Prince,2026-07-16 00:00:00
54709226,,Outbound,Phone,Beneficiary Reached Maturity,Query,Done,None,Athena Prince,2026-07-16 00:00:00
54709437,,Inbound,Emails,Feedback from Sanlam,Query,Done,None,Athena Prince,2026-07-16 00:00:00
54709437,,Outbound,Phone,Beneficiary Reached Maturity,Query,Done,None,Athena Prince,2026-07-16 00:00:00
54711486,,Inbound,Emails,Feedback from Sanlam,Query,Done,None,Athena Prince,2026-07-16 00:00:00
54711486,,Outbound,Phone,Beneficiary Reached Maturity,Query,Done,None,Athena Prince,2026-07-16 00:00:00
54712288,,Inbound,Emails,Feedback from Sanlam,Query,Done,None,Athena Prince,2026-07-16 00:00:00
54712288,,Outbound,Emails,Beneficiary Reached Maturity,Query,Done,None,Athena Prince,2026-07-16 00:00:00
54712596,,Inbound,Emails,Feedback from Sanlam,Query,Done,None,Athena Prince,2026-07-16 00:00:00
54712596,,Outbound,Phone,Beneficiary Reached Maturity,Query,Done,None,Athena Prince,2026-07-16 00:00:00
54712677,,Inbound,Emails,Feedback from Sanlam,Query,Done,None,Athena Prince,2026-07-16 00:00:00
54712677,,Outbound,Phone,Beneficiary Reached Maturity,Query,Done,None,Athena Prince,2026-07-16 00:00:00
54712888,,Inbound,Emails,Feedback from Sanlam,Query,Done,None,Athena Prince,2026-07-16 00:00:00
54712888,,Outbound,Phone,Beneficiary Reached Maturity,Query,Done,None,Athena Prince,2026-07-16 00:00:00
54715641,,Inbound,Emails,Feedback from Sanlam,Query,Done,None,Athena Prince,2026-07-16 00:00:00
54715641,,Outbound,Emails,Beneficiary Reached Maturity,Query,Done,None,Athena Prince,2026-07-16 00:00:00
54716751,,Inbound,Emails,Feedback from Sanlam,Query,Done,None,Athena Prince,2026-07-16 00:00:00
54716751,,Outbound,Emails,Beneficiary Reached Maturity,Query,Done,None,Athena Prince,2026-07-16 00:00:00
54719287,,Inbound,Emails,Feedback from Sanlam,Query,Done,None,Athena Prince,2026-07-16 00:00:00
54719287,,Outbound,Phone,Beneficiary Reached Maturity,Query,Done,None,Athena Prince,2026-07-16 00:00:00
54719976,,Inbound,Emails,Feedback from Sanlam,Query,Done,None,Athena Prince,2026-07-16 00:00:00
54719976,,Outbound,Emails,Beneficiary Reached Maturity,Query,Done,None,Athena Prince,2026-07-16 00:00:00
54720533,,Inbound,Emails,Feedback from Sanlam,Query,Done,None,Athena Prince,2026-07-16 00:00:00
54720533,,Outbound,Emails,Beneficiary Reached Maturity,Query,Done,None,Athena Prince,2026-07-16 00:00:00
54720947,,Inbound,Emails,Feedback from Sanlam,Query,Done,None,Athena Prince,2026-07-16 00:00:00
54720947,,Outbound,Phone,Beneficiary Reached Maturity,Query,Done,None,Athena Prince,2026-07-16 00:00:00
54721262,,Inbound,Emails,Feedback from Sanlam,Query,Done,None,Athena Prince,2026-07-16 00:00:00
54721262,,Outbound,Emails,Beneficiary Reached Maturity,Query,Done,None,Athena Prince,2026-07-16 00:00:00
54723506,,Inbound,Emails,Feedback from Sanlam,Query,Done,None,Athena Prince,2026-07-16 00:00:00
54723506,,Outbound,Phone,Beneficiary Reached Maturity,Query,Done,None,Athena Prince,2026-07-16 00:00:00
54724405,,Inbound,Emails,Feedback from Sanlam,Query,Done,None,Athena Prince,2026-07-16 00:00:00
54724405,,Outbound,Phone,Beneficiary Reached Maturity,Query,Done,None,Athena Prince,2026-07-16 00:00:00
54728034,,Inbound,Emails,Feedback from Sanlam,Query,Done,None,Athena Prince,2026-07-16 00:00:00
54728034,,Outbound,Emails,Beneficiary Reached Maturity,Query,Done,None,Athena Prince,2026-07-16 00:00:00
54729988,,Inbound,Emails,Feedback from Sanlam,Query,Done,None,Athena Prince,2026-07-16 00:00:00
54729988,,Outbound,Emails,Beneficiary Reached Maturity,Query,Done,None,Athena Prince,2026-07-16 00:00:00
54730261,,Inbound,Emails,Feedback from Sanlam,Query,Done,None,Athena Prince,2026-07-16 00:00:00
54730261,,Outbound,Emails,Beneficiary Reached Maturity,Query,Done,None,Athena Prince,2026-07-16 00:00:00
54730894,,Inbound,Emails,Feedback from Sanlam,Query,Done,None,Athena Prince,2026-07-16 00:00:00
54730894,,Outbound,Phone,Beneficiary Reached Maturity,Query,Done,None,Athena Prince,2026-07-16 00:00:00
54733494,,Inbound,Emails,Feedback from Sanlam,Query,Done,None,Athena Prince,2026-07-16 00:00:00
54733494,,Outbound,Phone,Beneficiary Reached Maturity,Query,Done,None,Athena Prince,2026-07-16 00:00:00
54733786,,Inbound,Emails,Feedback from Sanlam,Query,Done,None,Athena Prince,2026-07-16 00:00:00
54733786,,Outbound,Phone,Beneficiary Reached Maturity,Query,Done,None,Athena Prince,2026-07-16 00:00:00
54733956,,Inbound,Emails,Feedback from Sanlam,Query,Done,None,Athena Prince,2026-07-16 00:00:00
54733956,,Outbound,Emails,Beneficiary Reached Maturity,Query,Done,None,Athena Prince,2026-07-16 00:00:00
54735073,,Inbound,Emails,Feedback from Sanlam,Query,Done,None,Athena Prince,2026-07-16 00:00:00
54735073,,Outbound,Phone,Beneficiary Reached Maturity,Query,Done,None,Athena Prince,2026-07-16 00:00:00
54735908,,Inbound,Emails,Feedback from Sanlam,Query,Done,None,Athena Prince,2026-07-16 00:00:00
54735908,,Outbound,Phone,Beneficiary Reached Maturity,Query,Done,None,Athena Prince,2026-07-16 00:00:00
54736831,,Inbound,Emails,Feedback from Sanlam,Query,Done,None,Athena Prince,2026-07-16 00:00:00
54736831,,Outbound,Emails,Beneficiary Reached Maturity,Query,Done,None,Athena Prince,2026-07-16 00:00:00
54737877,,Inbound,Emails,Feedback from Sanlam,Query,Done,None,Athena Prince,2026-07-16 00:00:00
54737877,,Outbound,Phone,Beneficiary Reached Maturity,Query,Done,None,Athena Prince,2026-07-16 00:00:00
54708976,,Inbound,Emails,Claim Received from Tracing Agency,Query,Done,None,Chris-Nicolla Madlela,2026-07-16 00:00:00
54708976,,Outbound,Emails,Tracing Claim Sent to Sanlam,Query,Done,None,Chris-Nicolla Madlela,2026-07-16 00:00:00
54738565,,Inbound,Emails,Feedback from Sanlam,Query,Done,None,Athena Prince,2026-07-16 00:00:00
54738565,,Outbound,Phone,Beneficiary Reached Maturity,Query,Done,None,Athena Prince,2026-07-16 00:00:00
57900367,,Inbound,Emails,Proof of Payment Received,Query,Done,None,Vanessa Wilson,2026-07-16 00:00:00
57900367,,Outbound,Emails,Proof of Payment Sent,Query,Done,None,Vanessa Wilson,2026-07-16 00:00:00
54738621,,Inbound,Emails,Feedback from Sanlam,Query,Done,None,Athena Prince,2026-07-16 00:00:00
54738621,,Outbound,Phone,Beneficiary Reached Maturity,Query,Done,None,Athena Prince,2026-07-16 00:00:00
54650817,,Inbound,Emails,New Claim Pack Received (Complete),Query,Done,None,Chris-Nicolla Madlela,2026-07-16 00:00:00
54650817,,Outbound,Emails,Complete Claim Loaded,Query,Done,None,Chris-Nicolla Madlela,2026-07-16 00:00:00
54744218,,Inbound,Emails,Feedback from Sanlam,Query,Done,None,Athena Prince,2026-07-16 00:00:00
54744218,,Outbound,Emails,Beneficiary Reached Maturity,Query,Done,None,Athena Prince,2026-07-16 00:00:00
54747207,,Inbound,Emails,Feedback from Sanlam,Query,Done,None,Athena Prince,2026-07-16 00:00:00
54747207,,Outbound,Phone,Beneficiary Reached Maturity,Query,Done,None,Athena Prince,2026-07-16 00:00:00
54747701,,Inbound,Emails,Feedback from Sanlam,Query,Done,None,Athena Prince,2026-07-16 00:00:00
54747701,,Outbound,Phone,Beneficiary Reached Maturity,Query,Done,None,Athena Prince,2026-07-16 00:00:00
54731266,,Inbound,Phone,Overdue Payment - Termination Query,Query,Done,None,Chris-Nicolla Madlela,2026-07-16 00:00:00
54764355,,Inbound,Emails,Feedback from Sanlam,Query,Done,None,Athena Prince,2026-07-16 00:00:00
54731266,,Outbound,Phone,Feedback to Beneficiary,Query,Done,None,Chris-Nicolla Madlela,2026-07-16 00:00:00
54764355,,Outbound,Emails,Beneficiary Reached Maturity,Query,Done,None,Athena Prince,2026-07-16 00:00:00
54726171,,Inbound,Emails,New Claim Pack Received (Incomplete),Query,Done,None,Chris-Nicolla Madlela,2026-07-16 00:00:00
54726171,,Outbound,Emails,Follow Up Incomplete Claim Pack,Query,Done,None,Chris-Nicolla Madlela,2026-07-16 00:00:00
54765027,,Inbound,Emails,Feedback from Sanlam,Query,Done,None,Athena Prince,2026-07-16 00:00:00
54765027,,Outbound,Phone,Beneficiary Reached Maturity,Query,Done,None,Athena Prince,2026-07-16 00:00:00
54765457,,Inbound,Emails,Feedback from Sanlam,Query,Done,None,Athena Prince,2026-07-16 00:00:00
54765457,,Outbound,Phone,Beneficiary Reached Maturity,Query,Done,None,Athena Prince,2026-07-16 00:00:00
55558236,,Inbound,Emails,Feedback from Sanlam,Query,Done,None,Athena Prince,2026-07-16 00:00:00
55558236,,Outbound,Emails,Beneficiary Reached Maturity,Query,Done,None,Athena Prince,2026-07-16 00:00:00
56647224,,Inbound,Emails,Fund Value Confirmation,Query,Done,None,Vanessa Wilson,2026-07-16 00:00:00
56647224,,Outbound,Emails,Feedback to Guardian,Query,Done,None,Vanessa Wilson,2026-07-16 00:00:00
56617295,,Inbound,Emails,Feedback from Sanlam,Query,Done,None,Athena Prince,2026-07-16 00:00:00
56617295,,Outbound,Emails,Beneficiary Reached Maturity,Query,Done,None,Athena Prince,2026-07-16 00:00:00
57143405,,Inbound,Emails,Feedback from Sanlam,Query,Done,None,Athena Prince,2026-07-16 00:00:00
57143405,,Outbound,Emails,Beneficiary Reached Maturity,Query,Done,None,Athena Prince,2026-07-16 00:00:00
57143843,,Inbound,Emails,Feedback from Sanlam,Query,Done,None,Vanessa Wilson,2026-07-16 00:00:00
57143843,,Outbound,Phone,Failed Bank Validation,Query,Done,None,Vanessa Wilson,2026-07-16 00:00:00
55358506,,Inbound,Emails,Overdue Payment - Ad-Hoc,Query,Done,None,Chris-Nicolla Madlela,2026-07-16 00:00:00
55358506,,Outbound,Phone,Feedback to Guardian,Query,Done,None,Chris-Nicolla Madlela,2026-07-16 00:00:00
54637558,,Inbound,Emails,Fund Rules,Query,Done,None,Chris-Nicolla Madlela,2026-07-16 00:00:00
54637558,,Outbound,Emails,Feedback to Sanlam,Query,Done,None,Chris-Nicolla Madlela,2026-07-16 00:00:00
57143924,,Inbound,Emails,Feedback from Sanlam,Query,Done,None,Athena Prince,2026-07-16 00:00:00
57143924,,Outbound,Phone,Beneficiary Reached Maturity,Query,Done,None,Athena Prince,2026-07-16 00:00:00
57843246,,Inbound,Emails,Feedback from Sanlam,Query,Done,None,Athena Prince,2026-07-16 00:00:00
56937772,,Inbound,Phone,How to claim - Termination,Query,Done,None,Chris-Nicolla Madlela,2026-07-16 00:00:00
57843246,,Outbound,Emails,Beneficiary Reached Maturity,Query,Done,None,Athena Prince,2026-07-16 00:00:00
58443383,,Inbound,Phone,Overdue Payment - Ad-Hoc,Query,Done,None,Vanessa Wilson,2026-07-16 00:00:00
56937772,,Outbound,Emails,Feedback to Beneficiary,Query,Done,None,Chris-Nicolla Madlela,2026-07-16 00:00:00
57886930,,Inbound,Emails,Feedback from Sanlam,Query,Done,None,Athena Prince,2026-07-16 00:00:00
57886930,,Outbound,Emails,Beneficiary Reached Maturity,Query,Done,None,Athena Prince,2026-07-16 00:00:00
58443383,,Outbound,Phone,Feedback to Guardian,Query,Done,None,Vanessa Wilson,2026-07-16 00:00:00
58396128,,Inbound,Emails,Feedback from Sanlam,Query,Done,None,Athena Prince,2026-07-16 00:00:00
58443367,,Inbound,Phone,Overdue Payment - Monthly Income,Query,Done,None,Vanessa Wilson,2026-07-16 00:00:00
58396128,,Outbound,Phone,Beneficiary Reached Maturity,Query,Done,None,Athena Prince,2026-07-16 00:00:00
58443367,,Outbound,Phone,Feedback to Guardian,Query,Done,None,Vanessa Wilson,2026-07-16 00:00:00
58443375,,Inbound,Phone,Overdue Payment - Monthly Income,Query,Done,None,Vanessa Wilson,2026-07-16 00:00:00
58443375,,Outbound,Phone,Feedback to Guardian,Query,Done,None,Vanessa Wilson,2026-07-16 00:00:00
57143843,,Inbound,Emails,Feedback from Sanlam,Query,Done,None,Vanessa Wilson,2026-07-16 00:00:00
57143843,,Outbound,Emails,Feedback to Sanlam,Query,Done,None,Vanessa Wilson,2026-07-16 00:00:00
56496435,,Inbound,Emails,Proof of Payment Received,Query,Done,None,Vanessa Wilson,2026-07-16 00:00:00
56496435,,Outbound,Phone,Proof of Payment Sent,Query,Done,None,Vanessa Wilson,2026-07-16 00:00:00
54717448,,Inbound,Emails,Proof of Payment Received,Query,Done,None,Vanessa Wilson,2026-07-16 00:00:00
54717448,,Outbound,Emails,Proof of Payment Sent,Query,Done,None,Vanessa Wilson,2026-07-16 00:00:00
56314192,,Inbound,Emails,Proof of Payment Received,Query,Done,None,Vanessa Wilson,2026-07-16 00:00:00
56314192,,Outbound,Emails,Proof of Payment Sent,Query,Done,None,Vanessa Wilson,2026-07-16 00:00:00
57143843,,Inbound,Emails,New Claim Pack Received (Incomplete),Query,Done,None,Vanessa Wilson,2026-07-16 00:00:00
57143843,,Outbound,Emails,Feedback to Sanlam,Query,Done,None,Vanessa Wilson,2026-07-16 00:00:00
54646427,,Inbound,Emails,New Claim Pack Received (Incomplete),Query,Done,None,Chris-Nicolla Madlela,2026-07-16 00:00:00
54646427,,Outbound,Emails,Follow Up Incomplete Claim Pack,Query,Done,None,Chris-Nicolla Madlela,2026-07-16 00:00:00
54654998,,Inbound,Emails,Overdue Payment - Termination Query,Query,Done,None,Vanessa Wilson,2026-07-16 00:00:00
54654998,,Outbound,Emails,Feedback to Beneficiary,Query,Done,None,Vanessa Wilson,2026-07-16 00:00:00
57143843,,Inbound,Emails,Feedback from Sanlam,Query,Done,None,Vanessa Wilson,2026-07-16 00:00:00
57143843,,Outbound,Emails,Feedback to Sanlam,Query,Done,None,Vanessa Wilson,2026-07-16 00:00:00
55358506,,Inbound,Emails,Overdue Payment - Ad-Hoc,Query,Done,None,Chris-Nicolla Madlela,2026-07-17 00:00:00
55358506,,Outbound,Phone,Feedback to Guardian,Query,Done,None,Chris-Nicolla Madlela,2026-07-17 00:00:00
56626983,,Inbound,Emails,New Claim Pack Received (Complete),Query,Done,None,Chris-Nicolla Madlela,2026-07-17 00:00:00
56626983,,Outbound,Emails,Complete Claim Loaded,Query,Done,None,Chris-Nicolla Madlela,2026-07-17 00:00:00
56626983,,Inbound,Emails,New Claim Pack Received (Incomplete),Query,Done,None,Chris-Nicolla Madlela,2026-07-17 00:00:00
56626983,,Outbound,Emails,Follow Up Incomplete Claim Pack,Query,Done,None,Chris-Nicolla Madlela,2026-07-17 00:00:00
56737337,,Inbound,Emails,New Claim Pack Received (Incomplete),Query,Done,None,Chris-Nicolla Madlela,2026-07-17 00:00:00
56737337,,Outbound,Emails,Follow Up Incomplete Claim Pack,Query,Done,None,Chris-Nicolla Madlela,2026-07-17 00:00:00
54765457,,Inbound,Phone,How to claim - Termination,Query,Done,None,Chris-Nicolla Madlela,2026-07-17 00:00:00
54765457,,Outbound,Emails,Feedback to Beneficiary,Query,Done,None,Chris-Nicolla Madlela,2026-07-17 00:00:00
54638554,,Inbound,Emails,Guardian - Monthly Income Requested,Query,Done,None,Chris-Nicolla Madlela,2026-07-17 00:00:00
54638554,,Outbound,Emails,Follow Up Incomplete Claim Pack,Query,Done,None,Chris-Nicolla Madlela,2026-07-17 00:00:00
56737345,,Inbound,Emails,New Claim Pack Received (Complete),Query,Done,None,Chris-Nicolla Madlela,2026-07-17 00:00:00
56737345,,Outbound,Emails,Complete Claim Loaded,Query,Done,None,Chris-Nicolla Madlela,2026-07-17 00:00:00
56737337,,Inbound,Emails,New Claim Pack Received (Complete),Query,Done,None,Chris-Nicolla Madlela,2026-07-17 00:00:00
56737337,,Outbound,Emails,Acknowledgement Letter Sent,Query,Done,None,Chris-Nicolla Madlela,2026-07-17 00:00:00
57483306,,Inbound,Emails,New Claim Pack Received (Complete),Query,Done,None,Chris-Nicolla Madlela,2026-07-17 00:00:00
57483306,,Outbound,Emails,Complete Claim Loaded,Query,Done,None,Chris-Nicolla Madlela,2026-07-17 00:00:00
54762095,,Inbound,Emails,Fund Value Confirmation,Query,Done,None,Vanessa Wilson,2026-07-17 00:00:00
54762095,,Outbound,Emails,Feedback to Guardian,Query,Done,None,Vanessa Wilson,2026-07-17 00:00:00
57739664,,Inbound,Emails,New Claim Pack Received (Complete),Query,Done,None,Chris-Nicolla Madlela,2026-07-17 00:00:00
57739664,,Outbound,Emails,Complete Claim Loaded,Query,Done,None,Chris-Nicolla Madlela,2026-07-17 00:00:00
55651823,,Inbound,Phone,Guardian - Monthly Income Requested,Query,Done,None,Chris-Nicolla Madlela,2026-07-17 00:00:00
55651823,,Outbound,Emails,Feedback to Sanlam,Query,Done,None,Chris-Nicolla Madlela,2026-07-17 00:00:00
57761930,,Inbound,Phone,Overdue Payment - Ad-Hoc,Query,Done,None,Chris-Nicolla Madlela,2026-07-17 00:00:00
57761930,,Outbound,Phone,Feedback to Guardian,Query,Done,None,Chris-Nicolla Madlela,2026-07-17 00:00:00
57767488,,Inbound,Emails,Overdue Payment - Ad-Hoc,Query,Done,None,Chris-Nicolla Madlela,2026-07-17 00:00:00
57767488,,Outbound,Phone,Feedback to Guardian,Query,Done,None,Chris-Nicolla Madlela,2026-07-17 00:00:00
56737337,,Inbound,Emails,Acknowledgement Letter Received,Query,Done,None,Chris-Nicolla Madlela,2026-07-17 00:00:00
56737337,,Outbound,Emails,Complete Claim Loaded,Query,Done,None,Chris-Nicolla Madlela,2026-07-17 00:00:00
